LINK,Year,S Mon,S Day,E Mon,E Day,S Time,E Time,Net,Side,Species,Length,LG,Count,Otolith,Date,Mort?,Code,Collected Live,Frozen
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,DLVN,169,1,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,DLVN,155,1,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,335,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,320,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,375,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,378,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,397,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,305,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,380,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,355,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,HBWF,350,NA,1,,,,,,
07112022_214W,2022,7,10,7,11,13:07,16:19,214,W,SFCD,182,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,RBSM,91,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,RBSM,95,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,ARCS,105,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,138,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,357,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,415,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,390,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,267,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,290,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,374,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,305,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,BDWF,360,3,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,322,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,347,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,322,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,298,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,351,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,321,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,350,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,317,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,331,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,346,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,341,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,355,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,LSCS,352,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,187,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,186,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,156,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,132,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,183,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,177,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,162,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,170,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,175,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,136,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,163,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,158,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,162,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,159,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,172,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,168,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,166,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,170,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,173,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,180,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,159,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,160,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,157,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,167,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,468,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,323,1,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,509,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,395,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,DLVN,368,2,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,HBWF,342,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,HBWF,373,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,HBWF,395,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,HBWF,387,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,HBWF,410,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,HBWF,390,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,HBWF,388,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,SFCD,169,NA,1,,,,,,
07112022_218E,2022,7,10,7,11,11:49,14:40,218,E,SFCD,205,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,ARCS,142,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,ARCS,152,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,ARCS,310,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,ARCS,345,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,240,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,376,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,343,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,390,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,406,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,363,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,456,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,290,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,386,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,439,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,359,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,BDWF,396,3,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,311,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,338,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,345,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,332,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,312,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,295,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,318,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,300,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,279,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,345,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,336,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,350,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,324,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,336,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,336,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,335,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,353,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,318,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,325,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,328,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,334,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,313,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,321,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,315,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,346,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,247,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,300,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,319,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,347,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,LSCS,352,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,DLVN,169,1,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,DLVN,175,1,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,DLVN,166,1,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,DLVN,159,1,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,DLVN,151,1,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,DLVN,141,1,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,DLVN,447,2,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,387,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,331,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,369,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,394,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,372,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,395,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,399,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,382,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,380,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,351,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,HBWF,356,NA,1,,,,,,
07112022_218W,2022,7,10,7,11,11:25,14:09,218,W,SFCD,203,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,ARCS,164,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,ARCS,170,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,ARCS,322,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,ARCS,303,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,ARCS,346,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,ARCS,328,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,165,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,245,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,357,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,419,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,390,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,465,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,327,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,345,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,338,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,275,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,305,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,390,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,340,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,343,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,361,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,355,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,330,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,370,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,339,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,372,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,BDWF,332,3,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,LSCS,320,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,LSCS,305,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,LSCS,343,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,LSCS,295,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,DLVN,165,1,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,DLVN,395,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,DLVN,422,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,DLVN,406,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,DLVN,505,2,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,DLVN,175,1,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,350,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,395,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,332,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,360,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,351,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,365,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,378,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,335,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,340,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,410,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,342,NA,1,,,,,,
07112022_220E,2022,7,10,7,11,10:07,13:11,220,E,HBWF,342,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,ARCS,152,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,ARCS,172,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,ARCS,293,3,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,BDWF,373,3,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,BDWF,360,3,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,BDWF,366,3,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,BDWF,402,3,1,1,,1,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,315,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,340,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,325,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,337,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,353,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,316,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,317,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,292,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,326,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,318,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,313,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,336,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,337,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,307,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,272,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,332,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,LSCS,317,2,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,DLVN,149,1,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,DLVN,171,1,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,DLVN,195,1,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,377,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,390,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,420,NA,1,1,,1,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,347,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,348,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,355,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,407,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,HBWF,369,NA,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,RBSM,87,1,1,,,,,,
07112022_220W,2022,7,10,7,11,9:37,12:51,220,W,RBSM,102,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,70,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,82,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,89,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,85,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,96,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,81,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,84,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,95,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,80,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,83,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,95,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,93,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,79,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,84,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,84,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,83,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,85,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,69,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,67,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,89,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,100,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,RBSM,111,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,ARCS,115,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,ARCS,104,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,ARCS,166,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,ARCS,181,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,ARCS,154,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,ARCS,170,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,ARCS,152,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,105,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,108,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,191,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,149,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,152,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,183,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,360,3,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,397,3,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,BDWF,359,3,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,LSCS,303,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,LSCS,242,2,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,LSCS,150,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,LSCS,170,1,1,,,,,,
07112022_230N,2022,7,10,7,11,15:02,18:15,230,N,SFCD,180,NA,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,79,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,90,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,77,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,93,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,84,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,87,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,95,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,89,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,75,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,93,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,94,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,84,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,90,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,72,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,90,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,78,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,82,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,79,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,111,2,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,RBSM,225,3,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,ARCS,104,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,ARCS,98,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,ARCS,97,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,ARCS,114,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,ARCS,89,1,1,,,,,,
07112022_230S,2022,7,10,7,11,14:46,17:59,230,S,ARCS,309,3,1,,,,,,
